Дактиль 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
хотеть,небо,чёрный,мочь,жизнь,осень,ночь,хороший,друг,любовь,время,слово,белый,снова,человек,просто,знать,сердце,каждый,любить,стать,хотеться,мир,серый,море,счастие,свет,сон,новый,город
рука,солнце,кровь,понять,смерть,лист,день,самый,круг,мечта,уходить,сколько,снег,вновь,жить,сложно,верить,душа,жить,верить,женщина,одиночество,иной,дождь,ветер,помнить,тьма,спать,год,дом
глаз,земля,кошка,жить,судьба,лето,звезда,добрый,дружба,чувство,год,мысль,белые,весна,век,простить,ждать,боль,мера,сказать,имя,мысль,вечный,капля,волна,радость,солнечный,весна,старый,окно
дать,звезда,красный,мысль,бог,дождь,луна,мама,словно,вновь,память,сказать,зима,ждать,бог,вопрос,сколько,чувство,день,забыть,чёлка,жить,бог,туча,вода,надежда,тёмный,сниться,прошлое,улица
губа,птица,тень,думать,мечта,ветер,рассвет,милый,нужный,нежность,пройти,стих,цвет,слышать,народ,уйти,никто,слеза,миг,жить,смочь,праздник,живой,туман,берег,мечта,вопрос,окно,снег,холод
видеть,крыло,белый,девушка,смысл,осенний,утро,утро,близкий,признаться,вечность,взгляд,красный,верить,дом,сказать,видеть,кровь,строка,ненавидеть,большой,ребёнок,сказка,стучать,река,ненастье,светлый,присниться,мысль,дорога
взгляд,облако,тёмный,верить,миг,жёлтый,тень,любимый,жить,страсть,час,услышать,снежный,вернуться,русский,поверить,судьба,бог,ждать,смотреть,дверь,сбыться,земной,лужа,словно,улыбка,луч,утро,тысяча,крыша
тело,туча,стена,остаться,прожить,листва,тихо,первый,подруга,радость,прийти,говорить,кружиться,скоро,бывать,повод,сказать,биться,секунда,смочь,пыль,песня,тьма,окно,песня,гора,луна,реальность,сколько,дерево
смотреть,ангел,роза,смочь,надежда,зима,свеча,кошка,год,нежный,история,уверенно,падать,мысль,странный,плечо,понимать,сила,надежда,говорить,роза,верить,смерть,стекло,песок,вечный,лунный,рассвет,встреча,снег
рядом,синий,лицо,уйти,нужный,грусть,огонь,сказка,вместе,роза,минута,песня,зимний,счастливый,тело,мечта,путь,глаз,музыка,милый,дерзкий,тень,поэт,утро,камень,милый,ответ,проснуться,чувство,стекло
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
амфибрахий 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
жить,небо,друг,любовь,любить,слово,знать,душа,жизнь,мочь,простить,глаз,рука,хотеть,ветер,верить,стать,дорога,снова,спасибо,сон,свет,день,стих,который,мир,счастие,человек,бог,сказать
забыть,звезда,круг,чувство,значит,говорить,бояться,сердце,смерть,просто,забыть,улыбка,губа,просто,осень,большой,сегодня,идти,вновь,родный,весна,ответ,ночь,поэт,помнить,иной,радость,век,дать,давать
хотеться,земля,вместе,кровь,сердце,каждый,видеть,боль,судьба,найти,прощать,смотреть,взять,рядом,дождь,ждать,мечта,время,встреча,взгляд,снег,тьма,огонь,писать,мужчина,вечный,давать,земля,просить,молчать
год,птица,давать,вновь,просто,простой,помнить,тело,бывать,мысль,смочь,слеза,взгляд,лететь,солнце,дверь,казаться,путь,вернуться,радость,зима,звезда,каждый,строчка,дышать,прекрасный,вместе,лицо,сила,просто
дышать,луна,помнить,нежность,ждать,мысль,думать,дышать,хороший,большой,остаться,видеть,нежный,тело,лето,прийти,большой,год,хотеться,тепло,окно,планета,год,строка,вернуть,страх,найти,ребёнок,господь,уйти
судьба,крыло,верный,разлука,нежно,звучать,ответ,мысль,вечный,начинаться,уйти,лицо,плечо,говорить,лист,мечта,чужой,тревога,надежда,добрый,сниться,надежда,новый,рифма,лицо,земной,страсть,вода,молиться,ответить
казаться,синий,вьюга,надежда,вечно,готовый,ждать,тоска,пройти,вернуться,просить,просто,мука,бояться,осенний,таки,сильный,порог,мечтать,нежный,проснуться,тень,тень,муза,ждать,уйти,мечта,судьба,молитва,плохой
просто,вода,враг,нежный,сильно,взгляд,уйти,чувство,радость,рядом,понять,ресница,звук,мечтать,листва,остаться,устать,пройти,возвращаться,встреча,ночь,огонь,прожить,читать,немой,тайна,ненастье,народ,вера,ответ
пить,облако,чужой,сердце,никто,понять,надеяться,чувствовать,дело,хороший,боль,цвет,боль,красивый,последний,помнить,остаться,бежать,понять,сегодня,мысль,солнечный,печаль,мысль,женщина,осколок,сердце,новый,святой,дверь
смочь,летать,подруга,страсть,жалеть,новый,каждый,покой,прожить,никак,слишком,взгляд,тепло,ночь,песня,город,близкий,уходить,боль,счесть,город,ночь,уйти,точка,книга,грёза,милый,война,крест,остаться
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
амфибрахий 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
ждать,осень,любовь,друг,любить,бог,небо,мочь,спасибо,знать,душа,хотеть,рука,жизнь,простить,дорога,слово,стать,мир,снова,море,счастие,сердце,время,человек,ночь,день,забыть,остаться,весна
верить,ветер,чувство,круг,сказать,дать,птица,смочь,рядом,жить,тело,жить,глаз,судьба,понять,идти,стих,сказать,свет,вновь,волна,радость,боль,год,город,сон,каждый,помнить,большой,зима
который,дождь,вновь,подруга,просто,сила,звезда,понять,взгляд,просто,свет,просто,губа,смерть,просить,путь,писать,хороший,видеть,вернуться,вода,мечта,чувство,уходить,жить,свет,ночью,вспомнить,никто,снег
встреча,лист,надежда,сегодня,нежно,просить,земля,просто,нежность,видеть,надежда,мечтать,взгляд,жить,мама,далёкий,мысль,просто,прекрасный,хотеться,берег,рядом,биться,новый,век,звезда,огонь,сказать,уйти,мороз
искать,лето,кровь,хороший,сильный,вера,лететь,сказать,любимый,верить,спешить,видеть,слеза,бывать,обида,край,сказать,пускай,жить,боль,река,дарить,стучать,память,земля,луна,тень,имя,боль,белый
лето,осенний,страсть,враг,хотеться,господь,крыло,который,родный,делать,ангел,хотеться,тело,каждый,смочь,найти,строка,однажды,каждый,верить,песок,любимый,тоска,пройти,который,рассвет,сегодня,память,забытый,дом
надеяться,последний,вера,давать,уметь,молиться,солнце,возможно,каждый,откуда,покой,нужно,улыбка,иль,прощать,нога,поэт,первый,создать,сон,ветер,улыбка,грудь,судьба,ребёнок,ночной,минута,вспоминать,смочь,метель
дверь,листва,жить,двое,сильно,молитва,полёт,иль,поэт,точно,нарушить,писать,смотреть,радость,прощение,судьба,строчка,сильный,ребёнок,возвращаться,солнце,ненастье,разлука,бремя,каждый,утро,вечер,вместе,оставить,солнце
надежда,туман,свет,вдвоём,понять,великий,облако,каждый,давыдов,чувствовать,светлый,тело,лицо,мысль,слеза,шаг,чувство,смочь,придумать,уходить,плыть,счастливый,разум,старый,смотреть,спать,рождение,далёкий,дверь,весенний
прийти,дерево,любимый,вокруг,рядом,грех,летать,найти,судьба,думать,согреть,сказать,видеть,пройти,господь,порог,фраза,начать,солнце,устать,морской,надежда,обида,мгновение,бывать,тень,закат,просто,просто,тепло
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
амфибрахий 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
просто,земля,душа,любовь,слово,друг,знать,стать,время,счастие,любить,мочь,стих,мир,простить,весна,белый,осень,звезда,жизнь,сердце,уходить,каждый,глаз,новый,снова,дорога,который,остаться,хотеть
сказать,ветер,тело,взаимный,последний,давать,помнить,ждать,сегодня,птица,верить,дверь,поэт,свет,слеза,зима,чёрный,лето,луна,мёртвый,бояться,день,далёкий,видеть,день,большой,уйти,помнить,немного,хотеться
глупый,солнце,чувство,вечно,письмо,суметь,видеть,сон,казаться,судьба,крыло,жить,писать,грань,хороший,весенний,снег,осенний,мечта,точка,сила,год,стон,смотреть,надежда,вновь,идти,говорить,наверное,верить
успеть,небо,морщина,рука,нежность,узнать,рука,природа,клин,ждать,никто,цветок,запятая,усталый,горький,песня,окно,лист,небо,боль,боль,грудь,вода,улыбка,ребёнок,город,путь,человек,усталость,говорить
хотеться,трава,дать,нежный,молчать,найти,слышать,рассвет,деньга,путь,поэт,точно,забытый,полёт,мама,плакать,тень,окно,ночь,человек,рядом,предел,мутный,губа,обещать,платить,бог,верить,понять,любимый
далёкий,море,давно,кровь,лодка,улыбка,верить,ворона,святой,найти,значит,плакать,песня,стык,милый,снег,призрак,дождь,планета,лицо,сквозь,тронуть,война,лицо,давать,надеяться,судьба,хороший,дать,выпить
стараться,дождь,мечта,губа,кроме,немного,минута,день,шаг,спешить,надеяться,любимый,лезть,порой,сегодня,лёд,плыть,вновь,вселенная,хороший,взгляд,сиять,наверное,волос,платить,идти,сниться,понять,ждать,ночь
легко,воздух,простой,оставить,святой,дом,казаться,прежде,имя,синий,чувство,говорить,дом,творить,молиться,сон,старый,зима,милый,кровь,забыть,плен,солёный,взгляд,река,лето,след,память,мало,жена
слишком,волна,жить,бывать,пространство,страдать,палец,правда,искать,будни,уметь,рука,рифма,сложный,слишком,растаять,собака,ветер,сон,оставить,найти,ночь,маленький,глядеть,солнце,крыло,машина,пора,сказать,хороший
уйти,лететь,порой,умирать,поведать,ходить,бросить,зелёный,словно,словно,ромашка,пространство,грех,земной,рядом,слышать,словно,листва,свет,огонь,живой,прощание,испить,щека,мысль,вернуться,печаль,бывать,плакать,нужный
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
амфибрахий 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
боль,любовь,любить,друг,знать,небо,дорога,жизнь,хотеть,слово,жить,спасибо,стать,ветер,сон,сердце,мир,душа,бояться,забыть,верить,свет,день,рука,человек,просто,мочь,губа,ждать,счастие
слеза,кровь,простить,круг,вновь,птица,идти,смерть,рядом,снова,сила,сказать,чужой,солнце,ночь,дверца,чей,никто,страх,простить,дверь,тьма,ночь,вода,бог,устать,взгляд,холодное,дождь,ненастье
кровь,сказка,уйти,любим,пока,лететь,путь,покой,молчать,стих,хороший,слеза,дом,лето,мечта,судьба,игра,стужа,играть,обида,хотеться,сила,ночью,глаз,река,правда,понять,целовать,шаг,улыбка
соль,мечта,глаз,враг,помнить,звезда,снова,глаз,уйти,мысль,ребёнок,кавказ,простой,снег,окно,тоска,земля,беда,молчать,год,потеря,лето,год,взять,век,остров,бывать,стена,надеяться,любимый
ладонь,наркотик,должный,кожа,понять,крыло,порог,пытаться,любимый,пустой,должный,никто,пусто,весна,луна,больно,песня,открыть,желать,имя,смерть,мрак,утро,смотреть,ребёнок,остаться,уходить,горячий,вперёд,надежда
воля,чувство,вернуться,встреча,сильный,летать,тревога,год,убить,песня,страдать,грех,близкий,зима,рассвет,чувство,зло,поэт,страшно,вспомнить,закрытый,тень,новый,дрожать,черта,мужчина,казаться,разбитый,устать,родный
остаться,рай,нежно,дарить,сегодня,волна,бог,работа,стена,вновь,бредить,простить,время,осень,плыть,скерцо,тьма,простить,открыться,хотеться,герой,петь,тень,беда,бремя,лист,случайный,скука,судьба,далёкий
страх,вечность,мама,радость,звезда,море,далёкий,мысль,красивый,остаться,едва,утрата,вокруг,рассвет,тишина,стрела,пить,большой,спешить,уходить,судьба,стена,сегодня,волна,рядом,женщина,случиться,нежно,уснуть,власть
глаз,вместе,снова,хватать,терять,земля,время,несчастный,снова,новый,остаться,пускай,устать,море,весна,слеза,пир,отдать,угол,память,который,ответ,бросить,нога,искать,глаз,кожа,кожа,вернуться,хранить
улыбка,место,нежность,вьюга,нежность,песня,увидеть,конец,чужой,последний,нужный,соль,чувствовать,утро,спать,отдать,хватить,огонь,разумный,вновь,зверь,милый,дело,плечо,дело,последний,хотеться,пыль,капля,страсть
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Анапест 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9 ,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
время,просто,друг,любить,любовь,хотеть,жизнь,день,мочь,ночь,знать,душа,слово,почему,год,глаз,сон,стать,сердце,снег,мир,снова,жить,небо,осень,счастие,сказать,дорога,каждый,уйти
память,бывать,круг,уметь,вновь,подарить,смерть,рождение,понять,свет,верить,тело,говорить,понять,новый,рука,мечта,чужой,боль,весна,человек,вновь,человек,звезда,дождь,подарить,никто,бог,миг,забыть
бремя,понять,враг,милый,чувство,умереть,прожить,солнце,случиться,окно,точно,мысль,стих,отчий,сколько,губа,видеть,хороший,биться,белый,свет,вернуться,уметь,земля,ветер,радость,хороший,путь,час,уходить
лечить,хотеться,вместе,ненавидеть,кровь,целовать,судьба,тень,пока,луна,понимать,боль,писать,человек,тысяча,взгляд,весна,мама,тоска,зима,прекрасный,ждать,хотеться,солнце,лист,ненастье,прийти,идти,шаг,остаться
встреча,верить,подруга,говорить,говорить,рядом,хороший,прожить,простить,звезда,делать,покой,написать,молчать,столько,нежный,сниться,счастливый,грудь,метель,вокруг,встретиться,видеть,облако,лето,рядом,ждать,судьба,взгляд,простить
прийти,большой,вьюга,нежно,верить,тело,бывать,новый,видеть,тишина,смочь,спешить,мысль,вопрос,ждать,слеза,проснуться,близкий,огонь,окно,целый,встреча,дышать,птица,осенний,найти,верить,дать,вздох,навсегда
час,рядом,встреча,сильно,надежда,большой,радость,вспоминать,чувство,свеча,давно,чувство,строка,ответ,прожить,поцелуй,спать,сильный,печаль,солнце,зло,утро,умереть,крыло,листва,судьба,большой,ждать,близкий,боль
пространство,значит,дружба,большой,страсть,верить,словно,огонь,бояться,рассвет,видеть,хороший,песня,хотеться,старый,смотреть,присниться,устать,чувство,зимний,мечта,завтра,земля,море,окно,счастливый,прощать,человек,сильный,вернуться
пройти,устать,наслать,слышать,нежный,рассказать,мысль,утро,помочь,спать,прийти,надежда,строчка,чужой,сквозь,улыбка,сладкий,смочь,стучать,мороз,война,ночью,большой,вода,жёлтый,мечта,отдать,найти,приходить,оставить
словно,искать,предать,забыть,мечта,говорить,смысл,ночью,никак,утро,помнить,просить,поэт,случиться,встречать,плечо,приходить,жена,согреть,дом,красота,возвращаться,верить,волна,дерево,страсть,молчать,верить,ребёнок,большой
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Анапест 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9 ,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
путь,небо,любовь,друг,глаз,хотеть,любить,мочь,день,ночь,почему,слово,знать,мир,душа,жизнь,человек,уметь,сон,год,просто,забыть,сердце,уходить,ждать,стать,жить,снег,каждый,дождь
дорога,земля,счастие,враг,рука,устать,ненавидеть,чувство,солнце,луна,понять,стих,делать,свет,тело,судьба,бог,бывать,весна,новый,понять,уйти,боль,просить,верить,время,дышать,белый,словно,осень
идти,ветер,чувство,вместе,губа,сказать,страдать,говорить,новый,окно,ответ,написать,видеть,тень,вновь,смерть,город,бояться,мечта,время,устать,смочь,биться,сказать,дверь,хороший,боль,зима,миг,окно
найти,звезда,вновь,помнить,взгляд,родный,отдать,хороший,тень,свет,кричать,сказать,точно,пустота,надежда,счастие,земля,немного,мысль,сколько,нужно,простить,вновь,жалеть,искать,улыбка,любя,весна,шаг,лето
пройти,солнце,надежда,навсегда,смотреть,далеко,простить,понять,счастливый,свеча,снова,писать,сказать,иной,боль,время,век,ответ,тишина,тысяча,молчать,остаться,стучать,навсегда,прийти,хотеться,значит,мороз,который,лист
судьба,вода,страсть,круг,слеза,мечтать,никто,помочь,двор,тишина,вопрос,строка,помочь,стена,чувство,мысль,который,смеяться,спать,дом,мысль,понять,дать,вернуться,мечтать,прошлое,дом,след,час,город
бог,облако,кровь,разлука,нежный,желать,говорить,зря,утро,рассвет,выть,мысль,бог,пустой,тоска,прожить,сила,увидеть,наяву,век,нужный,отпустить,грудь,возвращаться,большой,нужный,счастие,метель,хороший,ветер
искать,река,цветок,вспомнить,улыбка,хороший,прощать,сказать,рождение,звезда,боль,говорить,помнить,мечта,кровь,вера,видеть,бесстрашный,сниться,старый,рядом,навсегда,печаль,мечта,давно,любимый,спросить,лёд,взгляд,снова
назад,трава,подарить,огонь,тепло,слышать,дарить,отчий,ночью,спать,молчать,поэт,счастие,пространство,спешить,давать,никто,похожий,ночью,родный,поверь,вернуться,тепло,спешить,приходить,остаться,давно,сугроб,вздох,листва
вернуться,волна,нежный,настоящий,поцелуй,целовать,безумно,таки,снова,прочь,давно,чувство,голова,вечный,пустота,надежда,вокруг,грустить,видеть,встречать,искать,боль,снова,искать,встреча,чужой,ожидание,первый,чей,капля
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Анапест 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9 ,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
просто,зима,друг,любовь,жизнь,дождь,день,город,уйти,глаз,мочь,ночь,хотеть,небо,любить,почему,год,знать,душа,мир,стать,дать,уходить,вода,время,каждый,окно,стих,слово,след
жить,снег,враг,надежда,путь,осень,новый,мост,сердце,рука,одиночество,сон,устать,ветер,простить,понять,который,верить,искать,придумать,сила,судьба,забыть,река,пространство,шаг,дом,писать,сказать,песок
хотеться,весна,круг,счастие,судьба,лист,снова,фонарь,оставить,губа,сказать,звезда,жить,птица,жить,молчать,тысяча,сказать,сердце,человек,сильный,понять,дорога,видеть,никто,миг,дверь,письмо,говорить,море
нужно,белый,далёкий,сердце,идти,листва,рождение,дом,вернуться,смотреть,рассказать,луна,хороший,солнце,боль,чужой,давно,искать,огонь,жить,красный,простить,путь,камень,оставлять,отдать,стекло,строка,снова,покрыть
бывать,лёд,беречь,чувство,смерть,осенний,час,улица,пойти,слеза,недуг,свет,ждать,облако,прощать,давно,новый,место,тело,ребёнок,новый,господь,простить,волна,лечить,прийти,спать,написать,молчать,оставаться
наверное,метель,говорить,вера,большой,идти,сколько,идти,давно,взгляд,рай,рассвет,боль,земля,губа,пытаться,сколько,человек,жить,светлый,маска,сила,вернуться,живой,становиться,взгляд,старый,проза,песня,легко
напрасный,снежинка,суметь,радость,должный,ветер,огонь,площадь,боль,сердце,большой,далёкий,взгляд,трава,сказать,мало,память,хотеться,прощать,вечный,остаться,бог,дверь,земля,казаться,сердце,смотреть,болеть,стена,волна
говорить,холод,родный,свет,снова,капля,покой,лицо,солнце,плечо,сегодня,мысль,нужно,крыло,повторять,ответить,пройти,рассказать,отдать,нарисовать,выше,печаль,пора,серый,конец,верить,вечер,мысль,тишина,заметать
боль,первый,дорога,подарить,бывать,грусть,жить,который,слеза,ладонь,скука,холодный,желать,звезда,помнить,бояться,прожить,оба,который,огромный,конец,смочь,прощать,сквозь,свет,стоить,закрытый,рифма,буква,остаться
успеть,снова,навеки,кровь,сложный,сентябрь,череда,парка,дверь,словно,однажды,тишина,петь,лететь,ждать,вместо,первый,нужный,счастие,место,близкий,отпустить,нога,рыба,шаг,единый,тишина,бог,идти,ветер
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Анапест 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
небо,слово,мочь,любить,хотеть,жизнь,уйти,любовь,дождь,друг,день,знать,сон,сердце,уходить,забыть,стать,мир,снег,жить,дорога,год,просто,ночь,глаз,снова,ждать,словно,почему,дать
звезда,сказать,понять,уметь,мечтать,смерть,навсегда,вновь,осень,круг,каждый,верить,весна,душа,прощаться,простить,большой,человек,белый,хотеться,путь,сколько,боль,свет,рука,вновь,прийти,птица,понять,бог
земля,верить,найти,простить,видеть,счастие,остаться,счастие,ветер,враг,тень,точно,тишина,боль,навсегда,помнить,скоро,мечтание,зима,никто,идти,время,чувство,луна,слеза,вернуться,впереди,лететь,молчать,сила
солнце,говорить,уметь,слышать,умереть,мечта,простить,кровь,окно,подруга,час,время,мечта,биться,жалеть,вспомнить,лёгкий,никто,первый,умереть,судьба,новый,дело,рассвет,губа,сегодня,дом,время,слышать,помочь
птица,стих,рядом,никто,понять,миг,прийти,чувство,лето,вьюга,новый,счастие,наяву,тело,дверь,имя,мало,свет,лёд,петь,найти,память,сегодня,окно,взгляд,значит,верить,вода,говорить,человек
облако,пара,стоить,нужный,большой,прожить,смочь,страсть,лист,милый,утро,человек,видеть,тоска,след,смочь,птица,время,след,дом,назад,остаться,хотеться,тишина,нежный,завтра,вернуться,чей,кричать,господь
