Д3,,,,,,,,,
жизнь,осень,мочь,сон,белый,любить,небо,сердце,любовь,хотеть
знать,лист,стать,ночь,снег,знать,солнце,душа,вновь,сказать
счастие,дождь,просто,спать,чёрный,сказать,звезда,глаз,кровь,ночью
бог,лето,понять,день,красный,забыть,облако,рука,счастие,рядом
год,ветер,случиться,окно,зима,жить,голубой,боль,слово,плакать
жить,золотой,хотеться,весна,белые,милый,земля,слово,жить,молчать
просто,жёлтый,знать,тень,цвет,рука,свет,мысль,первый,понять
человек,листва,сказать,луна,словно,простить,море,слеза,радость,нужный
мир,лужа,дать,утро,дорога,говорить,синий,чувство,глаз,тепло
день,берёза,забыть,свет,мороз,солнышко,птица,взгляд,губа,стена
,,,,,,,,,
Х5,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10
душа,небо,любовь,жизнь,друг,день,мочь,любить,знать,хотеть
сердце,осень,счастие,человек,встреча,год,просто,верить,сказать,стать
глаз,ветер,вновь,мир,сказать,новый,сказать,забыть,почему,хотеться
слово,дождь,сердце,жить,вместе,каждый,понять,говорить,просто,забыть
рука,солнце,чувство,бог,круг,время,стать,просто,жить,жить
боль,земля,любимый,дать,вьюга,ждать,ответ,милый,ждать,рука
слеза,снег,мечта,судьба,понять,ночь,думать,родный,говорить,ночь
стать,лист,подарить,путь,говорить,пройти,забыть,сказать,точно,просто
уйти,лето,кровь,счастие,милый,сегодня,хороший,любимый,верить,рядом
взгляд,звезда,нежность,дорога,остаться,прийти,судьба,помнить,давно,просить
,,,,,,,,,
Х8,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10
год,свет,небо,любовь,мочь,жизнь,друг,белый,знать,просто
новый,мир,солнце,сердце,стать,бог,пить,лето,ждать,начать
день,вечность,звезда,любить,хотеть,жить,вместе,снег,почему,глаз
каждый,вечный,луна,душа,писать,человек,время,осень,любить,наверно
праздник,светлый,ветер,рука,сказать,душа,круг,окно,хотеть,ответ
время,мысль,ночь,боль,человек,мир,почему,ветер,найти,случайно
дед,миг,облако,кровь,мысль,стать,пустой,сон,забыть,утро
подарок,жизнь,море,глаз,идти,верить,начать,дождь,точно,уйти
большой,полёт,земля,вновь,день,слово,водка,дом,понимать,лететь
мороз,огонь,голубой,чувство,слово,сказать,никуда,лист,жаль,честно
,,,,,,,,,
Х6,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10
сердце,небо,осень,день,жизнь,любовь,друг,мочь,знать,белый
душа,солнце,лист,год,бог,вновь,вместе,почему,любить,снег
боль,ветер,золотой,новый,дорога,счастие,круг,понять,хотеть,белые
рука,звезда,лето,счастие,мир,свет,дом,жить,просто,окно
слеза,море,дождь,каждый,путь,мечта,рядом,знать,мама,зима
глаз,свет,жёлтый,время,идти,надежда,идти,слово,милый,снежинка
тело,земля,ветер,прийти,человек,мир,словно,ответ,говорить,дом
печаль,ночь,бабий,ребёнок,дать,вера,дождь,мысль,жить,спать
биться,волна,листва,ждать,жить,чувство,рука,писать,сказать,кружиться
большой,облако,золото,ёлка,помочь,нежный,стол,уйти,слово,метель
,,,,,,,,,
Я8,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10
жизнь,небо,любовь,мочь,забыть,сон,стих,день,хотеть,весна
мир,дождь,сердце,знать,простить,жить,слово,год,снова,снег
путь,свет,любить,просто,понять,видеть,строчка,друг,бояться,зима
человек,звезда,боль,сказать,смочь,след,рифма,время,любить,мир
бог,солнце,душа,дело,боль,найти,рука,ночь,глаз,окно
век,земля,счастие,большой,вернуться,который,писать,ждать,который,белый
стать,окно,глаз,пытаться,сила,мечта,муза,река,страх,взгляд
нужный,ночной,дарить,никто,просить,потерять,глаз,сегодня,чувствовать,лёд
судьба,ночь,вновь,жить,уйти,искать,хватать,вспомнить,скрывать,след
свет,ветер,отдать,давно,говорить,умирать,губа,вода,вновь,бросить
,,,,,,,,,
Я2,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10
небо,любить,любовь,душа,слово,свет,глаз,жизнь,хотеть,стать
ветер,забыть,кровь,тело,сон,идти,слеза,день,жить,бог
звезда,простить,вновь,сердце,сказать,год,рука,мысль,бояться,знать
солнце,писать,весна,лететь,мысль,ждать,огонь,дело,ночь,сердце
снег,уйти,мечта,мысль,ночь,путь,простить,смысл,успеть,друг
дождь,сказать,печаль,дышать,молчание,мочь,боль,мир,знать,верить
луна,любя,слепой,покой,мочь,жить,взгляд,боль,огонь,счастие
мир,просить,уйти,ложь,умереть,тьма,смотреть,счастие,обнять,дать
поздно,жить,сердце,мечта,молчать,ответ,гореть,ночь,тело,чужой
снова,страдать,огонь,словно,простить,найти,губа,сон,желать,человек
,,,,,,,,,
Я4,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10
жизнь,любить,любовь,небо,хотеть,глаз,друг,душа,простить,мочь
жить,жить,вновь,день,жить,слово,круг,сердце,забыть,знать
мир,забыть,сердце,ночь,сказать,рука,давать,тело,просить,ждать
год,говорить,счастие,сон,забыть,взгляд,враг,боль,прощать,сказать
бог,сказать,кровь,свет,обнять,слеза,вместе,стих,уйти,просто
судьба,верить,чувство,солнце,увидеть,губа,милый,покой,смочь,понять
человек,сильно,страсть,весна,понять,сказать,подруга,огонь,понять,забыть
путь,любимый,надежда,ветер,рядом,смотреть,хороший,писать,отпустить,писать
дать,страдать,мечта,дождь,желать,говорить,стать,чувство,грех,верить
идти,мечтать,дарить,звезда,кричать,нежный,вокруг,петь,уходить,смочь
,,,,,,,,,
Я3,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10
жизнь,любить,любовь,небо,мочь,слово,душа,хотеть,друг,знать
жить,простить,вновь,день,понять,сказать,сердце,забыть,простить,ждать
мир,жить,сердце,глаз,стать,говорить,тело,простить,давать,верить
судьба,говорить,кровь,свет,просто,стих,стих,большой,круг,прийти
идти,сказать,счастие,сон,найти,снова,боль,просить,стать,никто
год,хотеться,мечта,ночь,писать,мысль,петь,уйти,враг,сказать
путь,любимый,чувство,дождь,жить,молчать,спешить,сердце,рука,точно
бог,сердце,боль,весна,думать,уйти,покой,глаз,рядом,просто
человек,милый,надежда,солнце,человек,писать,писать,сказать,вокруг,хороший
дать,молить,огонь,ветер,хороший,голова,болеть,смочь,милый,уйти
,,,,,,,,,
Я7,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10
мочь,небо,друг,любовь,хотеть,жизнь,бог,стих,год,мир
знать,рука,неделя,сердце,любить,судьба,дать,слово,день,человек
простить,ночь,год,страсть,человек,смерть,человек,поэт,весна,век
стать,глаз,календарь,любить,сказать,душа,сказать,писать,окно,день
забыть,луна,желать,чувство,жить,родный,святой,хороший,снег,последний
никто,свет,стол,вновь,день,терять,душа,душа,дом,красота
пока,сон,листок,кровь,любимый,время,вера,написать,зима,мгновение
говорить,звезда,верный,желать,кровь,дать,крест,плохой,ждать,мочь
сказать,земля,время,нежность,ласковый,уйти,господь,строчка,дождь,деньга
большой,вода,биться,мечта,девчонка,смысл,храм,новый,сегодня,тоска
,,,,,,,,,
Я5,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10
мочь,любовь,друг,любить,небо,жизнь,душа,слово,день,хотеть
знать,вновь,круг,говорить,ветер,мир,сердце,стих,год,глаз
простить,чувство,давать,забыть,дождь,жить,боль,говорить,каждый,рука
сказать,счастие,враг,любимый,свет,бог,тело,писать,новый,смотреть
ждать,кровь,хороший,жить,солнце,человек,огонь,сказать,ночь,губа
просто,сердце,вместе,верить,снег,судьба,чувство,поэт,ждать,взгляд
забыть,страсть,вьюга,уметь,сон,путь,свет,строка,который,видеть
стать,мечта,милый,сказать,звезда,дать,покой,мысль,сегодня,слеза
понять,надежда,вдвоём,помнить,ночь,идти,надежда,который,тень,сказать
большой,огонь,встреча,дарить,весна,время,биться,чувство,время,рядом
,,,,,,,,,
Я6,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10
слово,небо,жизнь,любить,любовь,друг,хотеть,глаз,день,выстрелить
простить,дождь,мир,сердце,счастие,хороший,знать,рука,год,скорый
стих,снег,человек,любимый,сердце,просто,мочь,душа,каждый,фамилие
говорить,ветер,дать,говорить,вновь,давать,сказать,сердце,новый,косых
сказать,ночь,душа,жизнь,чувство,человек,большой,гореть,уйти,тачанка
строка,сон,жить,милый,душа,стать,ждать,огонь,прийти,ебсть
писать,земля,бог,большой,мечта,круг,забыть,ночь,ждать,зарезать
уходить,зима,путь,никто,надежда,родный,понять,свеча,давно,солдатушко
верить,окно,судьба,дарить,боль,враг,стать,губа,судьба,выхватить
последний,весна,идти,подарить,ждать,спешить,сон,взгляд,стать,турчанка
